year,from_country,to_country,points
2017,Hungary,Armenia,2
2017,Hungary,Greece,0
2017,Hungary,Denmark,5
2017,Hungary,Cyprus,2
2017,Hungary,Poland,0
2017,Hungary,Israel,0
2017,Hungary,Ukraine,0
2017,Hungary,Germany,0
2017,Hungary,Spain,0
2018,Hungary,Israel,16
2018,Hungary,Cyprus,7
2018,Hungary,Austria,11
2018,Hungary,Germany,1
2018,Hungary,Italy,6
2018,Hungary,Czech Republic,8
2018,Hungary,Sweden,1
2018,Hungary,Estonia,0
2018,Hungary,Denmark,24
2018,Hungary,Moldova,2
2018,Hungary,Albania,10
2018,Hungary,Lithuania,5
2018,Hungary,France,0
2018,Hungary,Bulgaria,0
2018,Hungary,Norway,7
2018,Hungary,Republic of Ireland,3
2018,Hungary,Ukraine,0
2018,Hungary,Netherlands,8
2018,Hungary,Serbia,0
2018,Hungary,Australia,7
2018,Hungary,Hungary,0
2018,Hungary,Slovenia,0
2018,Hungary,Spain,0
2018,Hungary,United Kingdom,0
2018,Hungary,Finland,0
2018,Hungary,Portugal,0
2019,Hungary,Netherlands,9
2019,Hungary,Italy,11
2019,Hungary,Russia,7
2019,Hungary,Switzerland,8
2019,Hungary,Sweden,4
2019,Hungary,Norway,10
2019,Hungary,North Macedonia,10
2019,Hungary,Azerbaijan,7
2019,Hungary,Australia,0
2019,Hungary,Iceland,12
2019,Hungary,Czech Republic,12
2019,Hungary,Denmark,6
2019,Hungary,Cyprus,0
2019,Hungary,Malta,0
2019,Hungary,Slovenia,3
2019,Hungary,France,1
2019,Hungary,Albania,0
2019,Hungary,Serbia,0
2019,Hungary,San Marino,6
2019,Hungary,Estonia,0
2019,Hungary,Greece,0
2019,Hungary,Spain,0
2019,Hungary,Israel,0
2019,Hungary,Belarus,8
2019,Hungary,Germany,0
2019,Hungary,United Kingdom,2
2009,Republic of Ireland,Norway,8
2009,Republic of Ireland,Iceland,12
2009,Republic of Ireland,Azerbaijan,0
2009,Republic of Ireland,Turkey,0
2009,Republic of Ireland,United Kingdom,10
2009,Republic of Ireland,Estonia,6
2009,Republic of Ireland,Greece,0
2009,Republic of Ireland,France,3
2009,Republic of Ireland,Bosnia and Herzegovina,0
2009,Republic of Ireland,Armenia,0
2009,Republic of Ireland,Russia,0
2009,Republic of Ireland,Ukraine,0
2009,Republic of Ireland,Denmark,4
2009,Republic of Ireland,Moldova,0
2009,Republic of Ireland,Portugal,0
2009,Republic of Ireland,Israel,0
2009,Republic of Ireland,Albania,0
2009,Republic of Ireland,Croatia,0
2009,Republic of Ireland,Romania,2
2009,Republic of Ireland,Germany,1
2009,Republic of Ireland,Sweden,0
2009,Republic of Ireland,Malta,5
2009,Republic of Ireland,Lithuania,7
2009,Republic of Ireland,Spain,0
2009,Republic of Ireland,Finland,0
2010,Republic of Ireland,Germany,8
2010,Republic of Ireland,Turkey,1
2010,Republic of Ireland,Romania,7
2010,Republic of Ireland,Denmark,12
2010,Republic of Ireland,Azerbaijan,3
2010,Republic of Ireland,Belgium,10
2010,Republic of Ireland,Armenia,0
2010,Republic of Ireland,Greece,0
2010,Republic of Ireland,Georgia,5
2010,Republic of Ireland,Ukraine,0
2010,Republic of Ireland,Russia,0
2010,Republic of Ireland,France,6
2010,Republic of Ireland,Serbia,0
2010,Republic of Ireland,Israel,0
2010,Republic of Ireland,Spain,0
2010,Republic of Ireland,Albania,0
2010,Republic of Ireland,Bosnia and Herzegovina,0
2010,Republic of Ireland,Portugal,0
2010,Republic of Ireland,Iceland,0
2010,Republic of Ireland,Norway,2
2010,Republic of Ireland,Cyprus,0
2010,Republic of Ireland,Moldova,0
2010,Republic of Ireland,Republic of Ireland,0
2010,Republic of Ireland,Belarus,0
2010,Republic of Ireland,United Kingdom,4
2011,Republic of Ireland,Azerbaijan,0
2011,Republic of Ireland,Italy,5
2011,Republic of Ireland,Sweden,4
2011,Republic of Ireland,Ukraine,0
2011,Republic of Ireland,Denmark,12
2011,Republic of Ireland,Bosnia and Herzegovina,0
2011,Republic of Ireland,Greece,0
2011,Republic of Ireland,Republic of Ireland,0
2011,Republic of Ireland,Georgia,0
2011,Republic of Ireland,Germany,0
2011,Republic of Ireland,United Kingdom,6
2011,Republic of Ireland,Moldova,8
2011,Republic of Ireland,Slovenia,2
2011,Republic of Ireland,Serbia,0
2011,Republic of Ireland,France,0
2011,Republic of Ireland,Russia,0
2011,Republic of Ireland,Romania,1
2011,Republic of Ireland,Austria,0
2011,Republic of Ireland,Lithuania,10
2011,Republic of Ireland,Iceland,0
2011,Republic of Ireland,Finland,3
2011,Republic of Ireland,Hungary,0
2011,Republic of Ireland,Spain,0
2011,Republic of Ireland,Estonia,7
2011,Republic of Ireland,Switzerland,0
2012,Republic of Ireland,Sweden,12
2012,Republic of Ireland,Russia,6
2012,Republic of Ireland,Serbia,0
2012,Republic of Ireland,Azerbaijan,1
2012,Republic of Ireland,Albania,0
2012,Republic of Ireland,Estonia,8
2012,Republic of Ireland,Turkey,0
2012,Republic of Ireland,Germany,10
2012,Republic of Ireland,Italy,2
2012,Republic of Ireland,Spain,0
2012,Republic of Ireland,Moldova,0
2012,Republic of Ireland,Romania,5
2012,Republic of Ireland,North Macedonia,0
2012,Republic of Ireland,Lithuania,7
2012,Republic of Ireland,Ukraine,3
2012,Republic of Ireland,Cyprus,0
2012,Republic of Ireland,Greece,0
2012,Republic of Ireland,Bosnia and Herzegovina,0
2012,Republic of Ireland,Republic of Ireland,0
2012,Republic of Ireland,Iceland,0
2012,Republic of Ireland,Malta,0
2012,Republic of Ireland,France,0
2012,Republic of Ireland,Denmark,0
2012,Republic of Ireland,Hungary,0
2012,Republic of Ireland,United Kingdom,4
2012,Republic of Ireland,Norway,0
2013,Republic of Ireland,Denmark,12
2013,Republic of Ireland,Azerbaijan,2
2013,Republic of Ireland,Ukraine,8
2013,Republic of Ireland,Norway,0
2013,Republic of Ireland,Russia,10
2013,Republic of Ireland,Greece,0
2013,Republic of Ireland,Italy,0
2013,Republic of Ireland,Malta,0
2013,Republic of Ireland,Netherlands,6
2013,Republic of Ireland,Hungary,0
2013,Republic of Ireland,Moldova,3
2013,Republic of Ireland,Belgium,4
2013,Republic of Ireland,Romania,0
2013,Republic of Ireland,Sweden,5
2013,Republic of Ireland,Georgia,0
2013,Republic of Ireland,Belarus,0
2013,Republic of Ireland,Iceland,0
2013,Republic of Ireland,Armenia,0
2013,Republic of Ireland,United Kingdom,7
2013,Republic of Ireland,Estonia,0
2013,Republic of Ireland,Germany,0
2013,Republic of Ireland,Lithuania,1
2013,Republic of Ireland,France,0
2013,Republic of Ireland,Finland,0
2013,Republic of Ireland,Spain,0
2013,Republic of Ireland,Republic of Ireland,0
2014,Republic of Ireland,Austria,12
2014,Republic of Ireland,Netherlands,10
2014,Republic of Ireland,Sweden,4
2014,Republic of Ireland,Armenia,0
2014,Republic of Ireland,Hungary,1
2014,Republic of Ireland,Ukraine,0
2014,Republic of Ireland,Russia,0
2014,Republic of Ireland,Norway,7
2014,Republic of Ireland,Denmark,0
2014,Republic of Ireland,Spain,6
2014,Republic of Ireland,Finland,0
2014,Republic of Ireland,Romania,2
2014,Republic of Ireland,Switzerland,5
2014,Republic of Ireland,Poland,0
2014,Republic of Ireland,Iceland,0
2014,Republic of Ireland,Belarus,0
2014,Republic of Ireland,United Kingdom,8
2014,Republic of Ireland,Germany,0
2014,Republic of Ireland,Montenegro,0
2014,Republic of Ireland,Greece,0
2014,Republic of Ireland,Italy,0
2014,Republic of Ireland,Azerbaijan,0
2014,Republic of Ireland,Malta,3
2014,Republic of Ireland,San Marino,0
2014,Republic of Ireland,Slovenia,0
2014,Republic of Ireland,France,0
2015,Republic of Ireland,Sweden,10
2015,Republic of Ireland,Russia,8
2015,Republic of Ireland,Italy,6
2015,Republic of Ireland,Belgium,2
2015,Republic of Ireland,Australia,5
2015,Republic of Ireland,Latvia,12
2015,Republic of Ireland,Estonia,0
2015,Republic of Ireland,Norway,4
2015,Republic of Ireland,Israel,0
2015,Republic of Ireland,Serbia,0
2015,Republic of Ireland,Georgia,0
2015,Republic of Ireland,Azerbaijan,0
2015,Republic of Ireland,Montenegro,0
2015,Republic of Ireland,Slovenia,0
2015,Republic of Ireland,Romania,0
2015,Republic of Ireland,Armenia,0
2015,Republic of Ireland,Albania,0
2015,Republic of Ireland,Lithuania,7
2015,Republic of Ireland,Greece,0
2015,Republic of Ireland,Hungary,0
2015,Republic of Ireland,Spain,0
2015,Republic of Ireland,Cyprus,0
2015,Republic of Ireland,Poland,3
2015,Republic of Ireland,United Kingdom,1
2015,Republic of Ireland,France,0
2015,Republic of Ireland,Austria,0
2015,Republic of Ireland,Germany,0
2016,Republic of Ireland,Ukraine,4
2016,Republic of Ireland,Australia,6
2016,Republic of Ireland,Russia,8
2016,Republic of Ireland,Bulgaria,15
2016,Republic of Ireland,Sweden,7
2016,Republic of Ireland,France,3
2016,Republic of Ireland,Armenia,0
2016,Republic of Ireland,Poland,10
2016,Republic of Ireland,Lithuania,12
2016,Republic of Ireland,Belgium,12
2016,Republic of Ireland,Netherlands,8
2016,Republic of Ireland,Malta,0
2016,Republic of Ireland,Austria,1
2016,Republic of Ireland,Israel,4
2016,Republic of Ireland,Latvia,8
2016,Republic of Ireland,Italy,6
2016,Republic of Ireland,Azerbaijan,0
2016,Republic of Ireland,Serbia,0
2016,Republic of Ireland,Hungary,0
2016,Republic of Ireland,Georgia,0
2016,Republic of Ireland,Cyprus,0
2016,Republic of Ireland,Spain,0
2016,Republic of Ireland,Croatia,0
2016,Republic of Ireland,United Kingdom,10
2016,Republic of Ireland,Czech Republic,2
2016,Republic of Ireland,Germany,0
2017,Republic of Ireland,Portugal,15
2017,Republic of Ireland,Bulgaria,16
2017,Republic of Ireland,Moldova,8
2017,Republic of Ireland,Belgium,17
2017,Republic of Ireland,Sweden,6
2017,Republic of Ireland,Italy,1
2017,Republic of Ireland,Romania,20
2017,Republic of Ireland,Hungary,2
2017,Republic of Ireland,Australia,0
2017,Republic of Ireland,Norway,2
2017,Republic of Ireland,Netherlands,4
2017,Republic of Ireland,France,0
2017,Republic of Ireland,Croatia,3
2017,Republic of Ireland,Azerbaijan,1
2017,Republic of Ireland,United Kingdom,4
2017,Republic of Ireland,Austria,7
2017,Republic of Ireland,Belarus,0
2017,Republic of Ireland,Armenia,0
2017,Republic of Ireland,Greece,0
2017,Republic of Ireland,Denmark,0
2017,Republic of Ireland,Cyprus,0
2017,Republic of Ireland,Poland,7
2017,Republic of Ireland,Israel,0
2017,Republic of Ireland,Ukraine,0
2017,Republic of Ireland,Germany,3
2017,Republic of Ireland,Spain,0
2018,Republic of Ireland,Israel,13
2018,Republic of Ireland,Cyprus,17
2018,Republic of Ireland,Austria,5
2018,Republic of Ireland,Germany,16
2018,Republic of Ireland,Italy,0
2018,Republic of Ireland,Czech Republic,7
2018,Republic of Ireland,Sweden,0
2018,Republic of Ireland,Estonia,7
2018,Republic of Ireland,Denmark,2
2018,Republic of Ireland,Moldova,1
2018,Republic of Ireland,Albania,2
2018,Republic of Ireland,Lithuania,12
2018,Republic of Ireland,France,4
2018,Republic of Ireland,Bulgaria,10
2018,Republic of Ireland,Norway,0
2018,Republic of Ireland,Republic of Ireland,0
2018,Republic of Ireland,Ukraine,0
2018,Republic of Ireland,Netherlands,3
2018,Republic of Ireland,Serbia,0
2018,Republic of Ireland,Australia,0
2018,Republic of Ireland,Hungary,0
2018,Republic of Ireland,Slovenia,0
2018,Republic of Ireland,Spain,1
2018,Republic of Ireland,United Kingdom,10
2018,Republic of Ireland,Finland,0
2018,Republic of Ireland,Portugal,6
2019,Republic of Ireland,Netherlands,16
2019,Republic of Ireland,Italy,5
2019,Republic of Ireland,Russia,8
2019,Republic of Ireland,Switzerland,17
2019,Republic of Ireland,Sweden,14
2019,Republic of Ireland,Norway,18
2019,Republic of Ireland,North Macedonia,5
2019,Republic of Ireland,Azerbaijan,7
2019,Republic of Ireland,Australia,14
2019,Republic of Ireland,Iceland,6
2019,Republic of Ireland,Czech Republic,0
2019,Republic of Ireland,Denmark,0
2019,Republic of Ireland,Cyprus,0
2019,Republic of Ireland,Malta,0
2019,Republic of Ireland,Slovenia,0
2019,Republic of Ireland,France,0
2019,Republic of Ireland,Albania,0
2019,Republic of Ireland,Serbia,0
2019,Republic of Ireland,San Marino,0
2019,Republic of Ireland,Estonia,1
2019,Republic of Ireland,Greece,0
2019,Republic of Ireland,Spain,0
2019,Republic of Ireland,Israel,0
2019,Republic of Ireland,Belarus,0
2019,Republic of Ireland,Germany,2
2019,Republic of Ireland,United Kingdom,3
2021,Republic of Ireland,Italy,6
2021,Republic of Ireland,France,19
2021,Republic of Ireland,Switzerland,8
2021,Republic of Ireland,Iceland,18
2021,Republic of Ireland,Ukraine,14
2021,Republic of Ireland,Finland,5
2021,Republic of Ireland,Malta,14
2021,Republic of Ireland,Lithuania,16
2021,Republic of Ireland,Russia,0
2021,Republic of Ireland,Greece,0
2021,Republic of Ireland,Bulgaria,1
2021,Republic of Ireland,Portugal,2
2021,Republic of Ireland,Moldova,0
2021,Republic of Ireland,Sweden,1
2021,Republic of Ireland,Serbia,0
2021,Republic of Ireland,Cyprus,0
2021,Republic of Ireland,Israel,0
2021,Republic of Ireland,Norway,7
2021,Republic of Ireland,Belgium,3
2021,Republic of Ireland,Azerbaijan,2
2021,Republic of Ireland,Albania,0
2021,Republic of Ireland,San Marino,0
2021,Republic of Ireland,Netherlands,0
2021,Republic of Ireland,Spain,0
2021,Republic of Ireland,Germany,0
2021,Republic of Ireland,United Kingdom,0
2022,Republic of Ireland,Ukraine,15
2022,Republic of Ireland,United Kingdom,14
2022,Republic of Ireland,Spain,17
2022,Republic of Ireland,Sweden,13
2022,Republic of Ireland,Serbia,6
2022,Republic of Ireland,Italy,6
2022,Republic of Ireland,Moldova,7
2022,Republic of Ireland,Greece,0
2022,Republic of Ireland,Portugal,4
2022,Republic of Ireland,Norway,4
2022,Republic of Ireland,Netherlands,0
2022,Republic of Ireland,Poland,10
2022,Republic of Ireland,Estonia,0
2022,Republic of Ireland,Lithuania,8
2022,Republic of Ireland,Australia,2
2022,Republic of Ireland,Azerbaijan,0
2022,Republic of Ireland,Switzerland,0
2022,Republic of Ireland,Romania,2
2022,Republic of Ireland,Belgium,0
2022,Republic of Ireland,Armenia,0
2022,Republic of Ireland,Finland,0
2022,Republic of Ireland,Czech Republic,7
2022,Republic of Ireland,Iceland,1
2022,Republic of Ireland,France,0
2022,Republic of Ireland,Germany,0
2023,Republic of Ireland,Sweden,18
2023,Republic of Ireland,Finland,20
2023,Republic of Ireland,Israel,8
2023,Republic of Ireland,Italy,0
2023,Republic of Ireland,Norway,5
2023,Republic of Ireland,Ukraine,7
2023,Republic of Ireland,Belgium,13
2023,Republic of Ireland,Estonia,0
2023,Republic of Ireland,Australia,4
2023,Republic of Ireland,Czech Republic,3
2023,Republic of Ireland,Lithuania,11
2023,Republic of Ireland,Cyprus,0
2023,Republic of Ireland,Croatia,2
2023,Republic of Ireland,Armenia,6
2023,Republic of Ireland,Austria,0
2023,Republic of Ireland,France,5
2023,Republic of Ireland,Spain,0
2023,Republic of Ireland,Moldova,4
2023,Republic of Ireland,Poland,8
2023,Republic of Ireland,Switzerland,0
2023,Republic of Ireland,Slovenia,0
2023,Republic of Ireland,Albania,0
2023,Republic of Ireland,Portugal,0
2023,Republic of Ireland,Serbia,0
2023,Republic of Ireland,United Kingdom,2
2023,Republic of Ireland,Germany,0
2009,Israel,Norway,12
2009,Israel,Iceland,10
2009,Israel,Azerbaijan,6
2009,Israel,Turkey,3
2009,Israel,United Kingdom,4
2009,Israel,Estonia,0
2009,Israel,Greece,0
2009,Israel,France,5
2009,Israel,Bosnia and Herzegovina,0
2009,Israel,Armenia,8
2009,Israel,Russia,7
2009,Israel,Ukraine,2
2009,Israel,Denmark,0
2009,Israel,Moldova,1
2009,Israel,Portugal,0
2009,Israel,Israel,0
2009,Israel,Albania,0
2009,Israel,Croatia,0
2009,Israel,Romania,0
2009,Israel,Germany,0
2009,Israel,Sweden,0
2009,Israel,Malta,0
2009,Israel,Lithuania,0
2009,Israel,Spain,0
2009,Israel,Finland,0
2010,Israel,Germany,0
2010,Israel,Turkey,0
2010,Israel,Romania,8
2010,Israel,Denmark,4
2010,Israel,Azerbaijan,7
2010,Israel,Belgium,0
2010,Israel,Armenia,12
2010,Israel,Greece,0
2010,Israel,Georgia,5
2010,Israel,Ukraine,2
2010,Israel,Russia,10
2010,Israel,France,3
2010,Israel,Serbia,0
2010,Israel,Israel,0
2010,Israel,Spain,1
2010,Israel,Albania,0
2010,Israel,Bosnia and Herzegovina,0
2010,Israel,Portugal,0
2010,Israel,Iceland,0
2010,Israel,Norway,0
2010,Israel,Cyprus,0
2010,Israel,Moldova,0
2010,Israel,Republic of Ireland,6
2010,Israel,Belarus,0
2010,Israel,United Kingdom,0
2011,Israel,Azerbaijan,4
2011,Israel,Italy,0
2011,Israel,Sweden,12
2011,Israel,Ukraine,7
2011,Israel,Denmark,10
2011,Israel,Bosnia and Herzegovina,0
2011,Israel,Greece,0
2011,Israel,Republic of Ireland,0
2011,Israel,Georgia,2
2011,Israel,Germany,0
2011,Israel,United Kingdom,1
2011,Israel,Moldova,0
2011,Israel,Slovenia,3
2011,Israel,Serbia,0
2011,Israel,France,0
2011,Israel,Russia,8
2011,Israel,Romania,6
2011,Israel,Austria,0
2011,Israel,Lithuania,0
2011,Israel,Iceland,0
2011,Israel,Finland,0
2011,Israel,Hungary,0
2011,Israel,Spain,0
2011,Israel,Estonia,5
2011,Israel,Switzerland,0
2012,Israel,Sweden,12
2012,Israel,Russia,7
2012,Israel,Serbia,0
2012,Israel,Azerbaijan,8
2012,Israel,Albania,0
2012,Israel,Estonia,0
2012,Israel,Turkey,1
2012,Israel,Germany,0
2012,Israel,Italy,4
2012,Israel,Spain,10
2012,Israel,Moldova,5
2012,Israel,Romania,6
2012,Israel,North Macedonia,0
2012,Israel,Lithuania,0
2012,Israel,Ukraine,0
2012,Israel,Cyprus,3
2012,Israel,Greece,2
2012,Israel,Bosnia and Herzegovina,0
2012,Israel,Republic of Ireland,0
2012,Israel,Iceland,0
2012,Israel,Malta,0
2012,Israel,France,0
2012,Israel,Denmark,0
2012,Israel,Hungary,0
2012,Israel,United Kingdom,0
2012,Israel,Norway,0
2013,Israel,Denmark,8
2013,Israel,Azerbaijan,12
2013,Israel,Ukraine,10
2013,Israel,Norway,6
2013,Israel,Russia,7
2013,Israel,Greece,2
2013,Israel,Italy,0
2013,Israel,Malta,0
2013,Israel,Netherlands,0
2013,Israel,Hungary,0
2013,Israel,Moldova,1
2013,Israel,Belgium,0
2013,Israel,Romania,0
2013,Israel,Sweden,0
2013,Israel,Georgia,0
2013,Israel,Belarus,3
2013,Israel,Iceland,0
2013,Israel,Armenia,0
2013,Israel,United Kingdom,0
2013,Israel,Estonia,0
2013,Israel,Germany,5
2013,Israel,Lithuania,0
2013,Israel,France,0
2013,Israel,Finland,4
2013,Israel,Spain,0
2013,Israel,Republic of Ireland,0
2014,Israel,Austria,12
2014,Israel,Netherlands,0
2014,Israel,Sweden,10
2014,Israel,Armenia,6
2014,Israel,Hungary,7
2014,Israel,Ukraine,5
2014,Israel,Russia,3
2014,Israel,Norway,0
2014,Israel,Denmark,0
2014,Israel,Spain,4
2014,Israel,Finland,0
2014,Israel,Romania,8
2014,Israel,Switzerland,0
2014,Israel,Poland,0
2014,Israel,Iceland,0
2014,Israel,Belarus,1
2014,Israel,United Kingdom,0
2014,Israel,Germany,0
2014,Israel,Montenegro,0
2014,Israel,Greece,2
2014,Israel,Italy,0
2014,Israel,Azerbaijan,0
2014,Israel,Malta,0
2014,Israel,San Marino,0
2014,Israel,Slovenia,0
2014,Israel,France,0
2015,Israel,Sweden,10
2015,Israel,Russia,8
2015,Israel,Italy,12
2015,Israel,Belgium,4
2015,Israel,Australia,7
2015,Israel,Latvia,0
2015,Israel,Estonia,3
2015,Israel,Norway,0
2015,Israel,Israel,0
2015,Israel,Serbia,2
2015,Israel,Georgia,0
2015,Israel,Azerbaijan,0
2015,Israel,Montenegro,0
2015,Israel,Slovenia,6
2015,Israel,Romania,5
2015,Israel,Armenia,0
2015,Israel,Albania,0
2015,Israel,Lithuania,0
2015,Israel,Greece,0
2015,Israel,Hungary,0
2015,Israel,Spain,1
2015,Israel,Cyprus,0
2015,Israel,Poland,0
2015,Israel,United Kingdom,0
2015,Israel,France,0
2015,Israel,Austria,0
2015,Israel,Germany,0
2016,Israel,Ukraine,20
2016,Israel,Australia,15
2016,Israel,Russia,10
2016,Israel,Bulgaria,14
2016,Israel,Sweden,0
2016,Israel,France,20
2016,Israel,Armenia,8
2016,Israel,Poland,4
2016,Israel,Lithuania,1
2016,Israel,Belgium,7
2016,Israel,Netherlands,0
2016,Israel,Malta,0
2016,Israel,Austria,3
2016,Israel,Israel,0
2016,Israel,Latvia,5
2016,Israel,Italy,0
2016,Israel,Azerbaijan,2
2016,Israel,Serbia,0
2016,Israel,Hungary,0
2016,Israel,Georgia,0
2016,Israel,Cyprus,0
2016,Israel,Spain,4
2016,Israel,Croatia,3
2016,Israel,United Kingdom,0
2016,Israel,Czech Republic,0
2016,Israel,Germany,0
2017,Israel,Portugal,24
2017,Israel,Bulgaria,17
2017,Israel,Moldova,8
2017,Israel,Belgium,14
2017,Israel,Sweden,13
2017,Israel,Italy,10
2017,Israel,Romania,7
2017,Israel,Hungary,1
2017,Israel,Australia,0
2017,Israel,Norway,5
2017,Israel,Netherlands,0
2017,Israel,France,10
2017,Israel,Croatia,0
2017,Israel,Azerbaijan,0
2017,Israel,United Kingdom,0
2017,Israel,Austria,0
2017,Israel,Belarus,3
2017,Israel,Armenia,0
2017,Israel,Greece,0
2017,Israel,Denmark,0
2017,Israel,Cyprus,0
2017,Israel,Poland,0
2017,Israel,Israel,0
2017,Israel,Ukraine,4
2017,Israel,Germany,0
2017,Israel,Spain,0
2018,Israel,Israel,0
2018,Israel,Cyprus,2
2018,Israel,Austria,13
2018,Israel,Germany,8
2018,Israel,Italy,5
2018,Israel,Czech Republic,12
2018,Israel,Sweden,10
2018,Israel,Estonia,8
2018,Israel,Denmark,6
2018,Israel,Moldova,10
2018,Israel,Albania,0
2018,Israel,Lithuania,0
2018,Israel,France,6
2018,Israel,Bulgaria,1
2018,Israel,Norway,0
2018,Israel,Republic of Ireland,0
2018,Israel,Ukraine,7
2018,Israel,Netherlands,0
2018,Israel,Serbia,0
2018,Israel,Australia,7
2018,Israel,Hungary,3
2018,Israel,Slovenia,4
2018,Israel,Spain,0
2018,Israel,United Kingdom,8
2018,Israel,Finland,6
2018,Israel,Portugal,0
2019,Israel,Netherlands,14
2019,Israel,Italy,18
2019,Israel,Russia,12
2019,Israel,Switzerland,10
2019,Israel,Sweden,6
2019,Israel,Norway,10
2019,Israel,North Macedonia,0
2019,Israel,Azerbaijan,10
2019,Israel,Australia,11
2019,Israel,Iceland,0
2019,Israel,Czech Republic,1
2019,Israel,Denmark,1
2019,Israel,Cyprus,0
2019,Israel,Malta,4
2019,Israel,Slovenia,0
2019,Israel,France,6
2019,Israel,Albania,0
2019,Israel,Serbia,0
2019,Israel,San Marino,0
2019,Israel,Estonia,8
2019,Israel,Greece,0
2019,Israel,Spain,5
2019,Israel,Israel,0
2019,Israel,Belarus,0
2019,Israel,Germany,0
2019,Israel,United Kingdom,0
2021,Israel,Italy,7
2021,Israel,France,16
2021,Israel,Switzerland,18
